,Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
39739,Vermont,3 wk ahead,Bin,percent,7.2,7.3,9.998700168978033e-07
39740,Vermont,3 wk ahead,Bin,percent,7.3,7.4,9.998700168978033e-07
39741,Vermont,3 wk ahead,Bin,percent,7.4,7.5,9.998700168978033e-07
39742,Vermont,3 wk ahead,Bin,percent,7.5,7.6,9.998700168978033e-07
39743,Vermont,3 wk ahead,Bin,percent,7.6,7.7,9.998700168978033e-07
39744,Vermont,3 wk ahead,Bin,percent,7.7,7.8,9.998700168978033e-07
39745,Vermont,3 wk ahead,Bin,percent,7.8,7.9,9.998700168978033e-07
39746,Vermont,3 wk ahead,Bin,percent,7.9,8.0,9.998700168978033e-07
39747,Vermont,3 wk ahead,Bin,percent,8.0,8.1,9.998700168978033e-07
39748,Vermont,3 wk ahead,Bin,percent,8.1,8.2,9.998700168978033e-07
39749,Vermont,3 wk ahead,Bin,percent,8.2,8.3,9.998700168978033e-07
39750,Vermont,3 wk ahead,Bin,percent,8.3,8.4,9.998700168978033e-07
39751,Vermont,3 wk ahead,Bin,percent,8.4,8.5,9.998700168978033e-07
39752,Vermont,3 wk ahead,Bin,percent,8.5,8.6,9.998700168978033e-07
39753,Vermont,3 wk ahead,Bin,percent,8.6,8.7,9.998700168978033e-07
39754,Vermont,3 wk ahead,Bin,percent,8.7,8.8,9.998700168978033e-07
39755,Vermont,3 wk ahead,Bin,percent,8.8,8.9,9.998700168978033e-07
39756,Vermont,3 wk ahead,Bin,percent,8.9,9.0,9.998700168978033e-07
39757,Vermont,3 wk ahead,Bin,percent,9.0,9.1,9.998700168978033e-07
39758,Vermont,3 wk ahead,Bin,percent,9.1,9.2,9.998700168978033e-07
39759,Vermont,3 wk ahead,Bin,percent,9.2,9.3,9.998700168978033e-07
39760,Vermont,3 wk ahead,Bin,percent,9.3,9.4,9.998700168978033e-07
39761,Vermont,3 wk ahead,Bin,percent,9.4,9.5,9.998700168978033e-07
39762,Vermont,3 wk ahead,Bin,percent,9.5,9.6,9.998700168978033e-07
39763,Vermont,3 wk ahead,Bin,percent,9.6,9.7,9.998700168978033e-07
39764,Vermont,3 wk ahead,Bin,percent,9.7,9.8,9.998700168978033e-07
39765,Vermont,3 wk ahead,Bin,percent,9.8,9.9,9.998700168978033e-07
39766,Vermont,3 wk ahead,Bin,percent,9.9,10.0,9.998700168978033e-07
39767,Vermont,3 wk ahead,Bin,percent,10.0,10.1,9.998700168978033e-07
39768,Vermont,3 wk ahead,Bin,percent,10.1,10.2,9.998700168978033e-07
39769,Vermont,3 wk ahead,Bin,percent,10.2,10.3,9.998700168978033e-07
39770,Vermont,3 wk ahead,Bin,percent,10.3,10.4,9.998700168978033e-07
39771,Vermont,3 wk ahead,Bin,percent,10.4,10.5,9.998700168978033e-07
39772,Vermont,3 wk ahead,Bin,percent,10.5,10.6,9.998700168978033e-07
39773,Vermont,3 wk ahead,Bin,percent,10.6,10.7,9.998700168978033e-07
39774,Vermont,3 wk ahead,Bin,percent,10.7,10.8,9.998700168978033e-07
39775,Vermont,3 wk ahead,Bin,percent,10.8,10.9,9.998700168978033e-07
39776,Vermont,3 wk ahead,Bin,percent,10.9,11.0,9.998700168978033e-07
39777,Vermont,3 wk ahead,Bin,percent,11.0,11.1,9.998700168978033e-07
39778,Vermont,3 wk ahead,Bin,percent,11.1,11.2,9.998700168978033e-07
39779,Vermont,3 wk ahead,Bin,percent,11.2,11.3,9.998700168978033e-07
39780,Vermont,3 wk ahead,Bin,percent,11.3,11.4,9.998700168978033e-07
39781,Vermont,3 wk ahead,Bin,percent,11.4,11.5,9.998700168978033e-07
39782,Vermont,3 wk ahead,Bin,percent,11.5,11.6,9.998700168978033e-07
39783,Vermont,3 wk ahead,Bin,percent,11.6,11.7,9.998700168978033e-07
39784,Vermont,3 wk ahead,Bin,percent,11.7,11.8,9.998700168978033e-07
39785,Vermont,3 wk ahead,Bin,percent,11.8,11.9,9.998700168978033e-07
39786,Vermont,3 wk ahead,Bin,percent,11.9,12.0,9.998700168978033e-07
39787,Vermont,3 wk ahead,Bin,percent,12.0,12.1,9.998700168978033e-07
39788,Vermont,3 wk ahead,Bin,percent,12.1,12.2,9.998700168978033e-07
39789,Vermont,3 wk ahead,Bin,percent,12.2,12.3,9.998700168978033e-07
39790,Vermont,3 wk ahead,Bin,percent,12.3,12.4,9.998700168978033e-07
39791,Vermont,3 wk ahead,Bin,percent,12.4,12.5,9.998700168978033e-07
39792,Vermont,3 wk ahead,Bin,percent,12.5,12.6,9.998700168978033e-07
39793,Vermont,3 wk ahead,Bin,percent,12.6,12.7,9.998700168978033e-07
39794,Vermont,3 wk ahead,Bin,percent,12.7,12.8,9.998700168978033e-07
39795,Vermont,3 wk ahead,Bin,percent,12.8,12.9,9.998700168978033e-07
39796,Vermont,3 wk ahead,Bin,percent,12.9,13.0,9.998700168978033e-07
39797,Vermont,3 wk ahead,Bin,percent,13.0,100,9.998700168978033e-07
39798,Vermont,4 wk ahead,Point,percent,,,1.833904860713416
39799,Vermont,4 wk ahead,Bin,percent,0.0,0.1,9.998700168978033e-07
39800,Vermont,4 wk ahead,Bin,percent,0.1,0.2,9.998700168978033e-07
39801,Vermont,4 wk ahead,Bin,percent,0.2,0.3,0.001000868887044684
39802,Vermont,4 wk ahead,Bin,percent,0.3,0.4,0.004000475938128043
39803,Vermont,4 wk ahead,Bin,percent,0.4,0.5,0.004000475938128043
39804,Vermont,4 wk ahead,Bin,percent,0.5,0.6,0.0030006069211002575
39805,Vermont,4 wk ahead,Bin,percent,0.6,0.7,0.002000737904072471
39806,Vermont,4 wk ahead,Bin,percent,0.7,0.8,0.00500034495515583
39807,Vermont,4 wk ahead,Bin,percent,0.8,0.9,0.00999969004029476
39808,Vermont,4 wk ahead,Bin,percent,0.9,1.0,0.019998380210572625
39809,Vermont,4 wk ahead,Bin,percent,1.0,1.1,0.019998380210572625
39810,Vermont,4 wk ahead,Bin,percent,1.1,1.2,0.036996153500044995
39811,Vermont,4 wk ahead,Bin,percent,1.2,1.3,0.053993926789517366
39812,Vermont,4 wk ahead,Bin,percent,1.3,1.4,0.09798816353873996
39813,Vermont,4 wk ahead,Bin,percent,1.4,1.5,0.10898672272604562
39814,Vermont,4 wk ahead,Bin,percent,1.5,1.6,0.11898541289632347
39815,Vermont,4 wk ahead,Bin,percent,1.6,1.7,0.13798292421985142
39816,Vermont,4 wk ahead,Bin,percent,1.7,1.8,0.11398606781118456
39817,Vermont,4 wk ahead,Bin,percent,1.8,1.9,0.07099170007898974
39818,Vermont,4 wk ahead,Bin,percent,1.9,2.0,0.06299274794276744
39819,Vermont,4 wk ahead,Bin,percent,2.0,2.1,0.04399523661923949
39820,Vermont,4 wk ahead,Bin,percent,2.1,2.2,0.025997594312739344
39821,Vermont,4 wk ahead,Bin,percent,2.2,2.3,0.02499772529571156
39822,Vermont,4 wk ahead,Bin,percent,2.3,2.4,0.010999559057322547
39823,Vermont,4 wk ahead,Bin,percent,2.4,2.5,0.00500034495515583
39824,Vermont,4 wk ahead,Bin,percent,2.5,2.6,0.004000475938128043
39825,Vermont,4 wk ahead,Bin,percent,2.6,2.7,0.004000475938128043
39826,Vermont,4 wk ahead,Bin,percent,2.7,2.8,0.001000868887044684
39827,Vermont,4 wk ahead,Bin,percent,2.8,2.9,0.002000737904072471
39828,Vermont,4 wk ahead,Bin,percent,2.9,3.0,0.002000737904072471
39829,Vermont,4 wk ahead,Bin,percent,3.0,3.1,0.002000737904072471
39830,Vermont,4 wk ahead,Bin,percent,3.1,3.2,9.998700168978033e-07
39831,Vermont,4 wk ahead,Bin,percent,3.2,3.3,9.998700168978033e-07
39832,Vermont,4 wk ahead,Bin,percent,3.3,3.4,0.001000868887044684
39833,Vermont,4 wk ahead,Bin,percent,3.4,3.5,9.998700168978033e-07
39834,Vermont,4 wk ahead,Bin,percent,3.5,3.6,9.998700168978033e-07
39835,Vermont,4 wk ahead,Bin,percent,3.6,3.7,9.998700168978033e-07
39836,Vermont,4 wk ahead,Bin,percent,3.7,3.8,9.998700168978033e-07
39837,Vermont,4 wk ahead,Bin,percent,3.8,3.9,0.001000868887044684
39838,Vermont,4 wk ahead,Bin,percent,3.9,4.0,9.998700168978033e-07
39839,Vermont,4 wk ahead,Bin,percent,4.0,4.1,9.998700168978033e-07
39840,Vermont,4 wk ahead,Bin,percent,4.1,4.2,9.998700168978033e-07
39841,Vermont,4 wk ahead,Bin,percent,4.2,4.3,9.998700168978033e-07
39842,Vermont,4 wk ahead,Bin,percent,4.3,4.4,9.998700168978033e-07
39843,Vermont,4 wk ahead,Bin,percent,4.4,4.5,9.998700168978033e-07
39844,Vermont,4 wk ahead,Bin,percent,4.5,4.6,9.998700168978033e-07
39845,Vermont,4 wk ahead,Bin,percent,4.6,4.7,9.998700168978033e-07
39846,Vermont,4 wk ahead,Bin,percent,4.7,4.8,9.998700168978033e-07
39847,Vermont,4 wk ahead,Bin,percent,4.8,4.9,9.998700168978033e-07
39848,Vermont,4 wk ahead,Bin,percent,4.9,5.0,9.998700168978033e-07
39849,Vermont,4 wk ahead,Bin,percent,5.0,5.1,9.998700168978033e-07
39850,Vermont,4 wk ahead,Bin,percent,5.1,5.2,9.998700168978033e-07
39851,Vermont,4 wk ahead,Bin,percent,5.2,5.3,9.998700168978033e-07
39852,Vermont,4 wk ahead,Bin,percent,5.3,5.4,9.998700168978033e-07
39853,Vermont,4 wk ahead,Bin,percent,5.4,5.5,9.998700168978033e-07
39854,Vermont,4 wk ahead,Bin,percent,5.5,5.6,9.998700168978033e-07
39855,Vermont,4 wk ahead,Bin,percent,5.6,5.7,9.998700168978033e-07
39856,Vermont,4 wk ahead,Bin,percent,5.7,5.8,9.998700168978033e-07
39857,Vermont,4 wk ahead,Bin,percent,5.8,5.9,9.998700168978033e-07
39858,Vermont,4 wk ahead,Bin,percent,5.9,6.0,9.998700168978033e-07
39859,Vermont,4 wk ahead,Bin,percent,6.0,6.1,9.998700168978033e-07
39860,Vermont,4 wk ahead,Bin,percent,6.1,6.2,9.998700168978033e-07
39861,Vermont,4 wk ahead,Bin,percent,6.2,6.3,9.998700168978033e-07
39862,Vermont,4 wk ahead,Bin,percent,6.3,6.4,9.998700168978033e-07
39863,Vermont,4 wk ahead,Bin,percent,6.4,6.5,9.998700168978033e-07
39864,Vermont,4 wk ahead,Bin,percent,6.5,6.6,9.998700168978033e-07
39865,Vermont,4 wk ahead,Bin,percent,6.6,6.7,9.998700168978033e-07
39866,Vermont,4 wk ahead,Bin,percent,6.7,6.8,9.998700168978033e-07
39867,Vermont,4 wk ahead,Bin,percent,6.8,6.9,9.998700168978033e-07
39868,Vermont,4 wk ahead,Bin,percent,6.9,7.0,9.998700168978033e-07
39869,Vermont,4 wk ahead,Bin,percent,7.0,7.1,9.998700168978033e-07
39870,Vermont,4 wk ahead,Bin,percent,7.1,7.2,9.998700168978033e-07
39871,Vermont,4 wk ahead,Bin,percent,7.2,7.3,9.998700168978033e-07
39872,Vermont,4 wk ahead,Bin,percent,7.3,7.4,9.998700168978033e-07
39873,Vermont,4 wk ahead,Bin,percent,7.4,7.5,9.998700168978033e-07
39874,Vermont,4 wk ahead,Bin,percent,7.5,7.6,9.998700168978033e-07
39875,Vermont,4 wk ahead,Bin,percent,7.6,7.7,9.998700168978033e-07
39876,Vermont,4 wk ahead,Bin,percent,7.7,7.8,9.998700168978033e-07
39877,Vermont,4 wk ahead,Bin,percent,7.8,7.9,9.998700168978033e-07
39878,Vermont,4 wk ahead,Bin,percent,7.9,8.0,9.998700168978033e-07
39879,Vermont,4 wk ahead,Bin,percent,8.0,8.1,9.998700168978033e-07
39880,Vermont,4 wk ahead,Bin,percent,8.1,8.2,9.998700168978033e-07
39881,Vermont,4 wk ahead,Bin,percent,8.2,8.3,9.998700168978033e-07
39882,Vermont,4 wk ahead,Bin,percent,8.3,8.4,9.998700168978033e-07
39883,Vermont,4 wk ahead,Bin,percent,8.4,8.5,9.998700168978033e-07
39884,Vermont,4 wk ahead,Bin,percent,8.5,8.6,9.998700168978033e-07
39885,Vermont,4 wk ahead,Bin,percent,8.6,8.7,9.998700168978033e-07
39886,Vermont,4 wk ahead,Bin,percent,8.7,8.8,9.998700168978033e-07
39887,Vermont,4 wk ahead,Bin,percent,8.8,8.9,9.998700168978033e-07
39888,Vermont,4 wk ahead,Bin,percent,8.9,9.0,9.998700168978033e-07
39889,Vermont,4 wk ahead,Bin,percent,9.0,9.1,9.998700168978033e-07
39890,Vermont,4 wk ahead,Bin,percent,9.1,9.2,9.998700168978033e-07
39891,Vermont,4 wk ahead,Bin,percent,9.2,9.3,9.998700168978033e-07
39892,Vermont,4 wk ahead,Bin,percent,9.3,9.4,9.998700168978033e-07
39893,Vermont,4 wk ahead,Bin,percent,9.4,9.5,9.998700168978033e-07
39894,Vermont,4 wk ahead,Bin,percent,9.5,9.6,9.998700168978033e-07
39895,Vermont,4 wk ahead,Bin,percent,9.6,9.7,9.998700168978033e-07
39896,Vermont,4 wk ahead,Bin,percent,9.7,9.8,9.998700168978033e-07
39897,Vermont,4 wk ahead,Bin,percent,9.8,9.9,9.998700168978033e-07
39898,Vermont,4 wk ahead,Bin,percent,9.9,10.0,9.998700168978033e-07
39899,Vermont,4 wk ahead,Bin,percent,10.0,10.1,9.998700168978033e-07
39900,Vermont,4 wk ahead,Bin,percent,10.1,10.2,9.998700168978033e-07
39901,Vermont,4 wk ahead,Bin,percent,10.2,10.3,9.998700168978033e-07
39902,Vermont,4 wk ahead,Bin,percent,10.3,10.4,9.998700168978033e-07
39903,Vermont,4 wk ahead,Bin,percent,10.4,10.5,9.998700168978033e-07
39904,Vermont,4 wk ahead,Bin,percent,10.5,10.6,9.998700168978033e-07
39905,Vermont,4 wk ahead,Bin,percent,10.6,10.7,9.998700168978033e-07
39906,Vermont,4 wk ahead,Bin,percent,10.7,10.8,9.998700168978033e-07
39907,Vermont,4 wk ahead,Bin,percent,10.8,10.9,9.998700168978033e-07
39908,Vermont,4 wk ahead,Bin,percent,10.9,11.0,9.998700168978033e-07
39909,Vermont,4 wk ahead,Bin,percent,11.0,11.1,9.998700168978033e-07
39910,Vermont,4 wk ahead,Bin,percent,11.1,11.2,9.998700168978033e-07
39911,Vermont,4 wk ahead,Bin,percent,11.2,11.3,9.998700168978033e-07
39912,Vermont,4 wk ahead,Bin,percent,11.3,11.4,9.998700168978033e-07
39913,Vermont,4 wk ahead,Bin,percent,11.4,11.5,9.998700168978033e-07
39914,Vermont,4 wk ahead,Bin,percent,11.5,11.6,9.998700168978033e-07
39915,Vermont,4 wk ahead,Bin,percent,11.6,11.7,9.998700168978033e-07
39916,Vermont,4 wk ahead,Bin,percent,11.7,11.8,9.998700168978033e-07
39917,Vermont,4 wk ahead,Bin,percent,11.8,11.9,9.998700168978033e-07
39918,Vermont,4 wk ahead,Bin,percent,11.9,12.0,9.998700168978033e-07
39919,Vermont,4 wk ahead,Bin,percent,12.0,12.1,9.998700168978033e-07
39920,Vermont,4 wk ahead,Bin,percent,12.1,12.2,9.998700168978033e-07
39921,Vermont,4 wk ahead,Bin,percent,12.2,12.3,9.998700168978033e-07
39922,Vermont,4 wk ahead,Bin,percent,12.3,12.4,9.998700168978033e-07
39923,Vermont,4 wk ahead,Bin,percent,12.4,12.5,9.998700168978033e-07
39924,Vermont,4 wk ahead,Bin,percent,12.5,12.6,9.998700168978033e-07
39925,Vermont,4 wk ahead,Bin,percent,12.6,12.7,9.998700168978033e-07
39926,Vermont,4 wk ahead,Bin,percent,12.7,12.8,9.998700168978033e-07
39927,Vermont,4 wk ahead,Bin,percent,12.8,12.9,9.998700168978033e-07
39928,Vermont,4 wk ahead,Bin,percent,12.9,13.0,9.998700168978033e-07
39929,Vermont,4 wk ahead,Bin,percent,13.0,100,9.998700168978033e-07
39930,Virginia,Season onset,Bin,week,none,none,0.029411765
39931,Virginia,Season onset,Bin,week,40,41,0.029411765
39932,Virginia,Season onset,Bin,week,41,42,0.029411765
39933,Virginia,Season onset,Bin,week,42,43,0.029411765
39934,Virginia,Season onset,Bin,week,43,44,0.029411765
39935,Virginia,Season onset,Bin,week,44,45,0.029411765
39936,Virginia,Season onset,Bin,week,45,46,0.029411765
39937,Virginia,Season onset,Bin,week,46,47,0.029411765
39938,Virginia,Season onset,Bin,week,47,48,0.029411765
39939,Virginia,Season onset,Bin,week,48,49,0.029411765
39940,Virginia,Season onset,Bin,week,49,50,0.029411765
39941,Virginia,Season onset,Bin,week,50,51,0.029411765
39942,Virginia,Season onset,Bin,week,51,52,0.029411765
39943,Virginia,Season onset,Bin,week,52,53,0.029411765
39944,Virginia,Season onset,Bin,week,1,2,0.0765
39945,Virginia,Season onset,Bin,week,2,3,0.0765
39946,Virginia,Season onset,Bin,week,3,4,0.0765
39947,Virginia,Season onset,Bin,week,4,5,0.0765
39948,Virginia,Season onset,Bin,week,5,6,0.0765
39949,Virginia,Season onset,Bin,week,6,7,0.0765
39950,Virginia,Season onset,Bin,week,7,8,0.0765
39951,Virginia,Season onset,Bin,week,8,9,0.0765
39952,Virginia,Season onset,Bin,week,9,10,0.0765
39953,Virginia,Season onset,Bin,week,10,11,0.0765
39954,Virginia,Season onset,Bin,week,11,12,0.0765
39955,Virginia,Season onset,Bin,week,12,13,0.0765
39956,Virginia,Season onset,Bin,week,13,14,0.0765
39957,Virginia,Season onset,Bin,week,14,15,0.0765
39958,Virginia,Season onset,Bin,week,15,16,0.0765
39959,Virginia,Season onset,Bin,week,16,17,0.0765
39960,Virginia,Season onset,Bin,week,17,18,0.0765
39961,Virginia,Season onset,Bin,week,18,19,0.0765
39962,Virginia,Season onset,Bin,week,19,20,0.0765
39963,Virginia,Season onset,Bin,week,20,21,0.0765
39964,Virginia,Season peak week,Bin,week,40,41,0.03030303
39965,Virginia,Season peak week,Bin,week,41,42,0.03030303
39966,Virginia,Season peak week,Bin,week,42,43,0.03030303
39967,Virginia,Season peak week,Bin,week,43,44,0.03030303
39968,Virginia,Season peak week,Bin,week,44,45,0.03030303
39969,Virginia,Season peak week,Bin,week,45,46,0.03030303
39970,Virginia,Season peak week,Bin,week,46,47,0.03030303
39971,Virginia,Season peak week,Bin,week,47,48,0.03030303
39972,Virginia,Season peak week,Bin,week,48,49,0.03030303
39973,Virginia,Season peak week,Bin,week,49,50,0.03030303
39974,Virginia,Season peak week,Bin,week,50,51,0.03030303
39975,Virginia,Season peak week,Bin,week,51,52,0.03030303
39976,Virginia,Season peak week,Bin,week,52,53,0.03030303
39977,Virginia,Season peak week,Bin,week,1,2,0.03030303
39978,Virginia,Season peak week,Bin,week,2,3,0.03030303
39979,Virginia,Season peak week,Bin,week,3,4,0.03030303
39980,Virginia,Season peak week,Bin,week,4,5,0.03030303
39981,Virginia,Season peak week,Bin,week,5,6,0.03030303
39982,Virginia,Season peak week,Bin,week,6,7,0.03030303
39983,Virginia,Season peak week,Bin,week,7,8,0.03030303
39984,Virginia,Season peak week,Bin,week,8,9,0.03030303
39985,Virginia,Season peak week,Bin,week,9,10,0.03030303
39986,Virginia,Season peak week,Bin,week,10,11,0.03030303
39987,Virginia,Season peak week,Bin,week,11,12,0.03030303
39988,Virginia,Season peak week,Bin,week,12,13,0.03030303
39989,Virginia,Season peak week,Bin,week,13,14,0.03030303
39990,Virginia,Season peak week,Bin,week,14,15,0.03030303
39991,Virginia,Season peak week,Bin,week,15,16,0.03030303
39992,Virginia,Season peak week,Bin,week,16,17,0.03030303
39993,Virginia,Season peak week,Bin,week,17,18,0.03030303
39994,Virginia,Season peak week,Bin,week,18,19,0.03030303
39995,Virginia,Season peak week,Bin,week,19,20,0.03030303
39996,Virginia,Season peak week,Bin,week,20,21,0.03030303
39997,Virginia,Season peak percentage,Bin,percent,0.0,0.1,0.007633588
39998,Virginia,Season peak percentage,Bin,percent,0.1,0.2,0.007633588
39999,Virginia,Season peak percentage,Bin,percent,0.2,0.3,0.007633588
40000,Virginia,Season peak percentage,Bin,percent,0.3,0.4,0.007633588
40001,Virginia,Season peak percentage,Bin,percent,0.4,0.5,0.007633588
40002,Virginia,Season peak percentage,Bin,percent,0.5,0.6,0.007633588
40003,Virginia,Season peak percentage,Bin,percent,0.6,0.7,0.007633588
40004,Virginia,Season peak percentage,Bin,percent,0.7,0.8,0.007633588
40005,Virginia,Season peak percentage,Bin,percent,0.8,0.9,0.007633588
40006,Virginia,Season peak percentage,Bin,percent,0.9,1.0,0.007633588
40007,Virginia,Season peak percentage,Bin,percent,1.0,1.1,0.007633588
40008,Virginia,Season peak percentage,Bin,percent,1.1,1.2,0.007633588
40009,Virginia,Season peak percentage,Bin,percent,1.2,1.3,0.007633588
40010,Virginia,Season peak percentage,Bin,percent,1.3,1.4,0.007633588
40011,Virginia,Season peak percentage,Bin,percent,1.4,1.5,0.007633588
40012,Virginia,Season peak percentage,Bin,percent,1.5,1.6,0.007633588
40013,Virginia,Season peak percentage,Bin,percent,1.6,1.7,0.007633588
40014,Virginia,Season peak percentage,Bin,percent,1.7,1.8,0.007633588
40015,Virginia,Season peak percentage,Bin,percent,1.8,1.9,0.007633588
40016,Virginia,Season peak percentage,Bin,percent,1.9,2.0,0.007633588
40017,Virginia,Season peak percentage,Bin,percent,2.0,2.1,0.007633588
40018,Virginia,Season peak percentage,Bin,percent,2.1,2.2,0.007633588
40019,Virginia,Season peak percentage,Bin,percent,2.2,2.3,0.007633588
40020,Virginia,Season peak percentage,Bin,percent,2.3,2.4,0.007633588
40021,Virginia,Season peak percentage,Bin,percent,2.4,2.5,0.007633588
40022,Virginia,Season peak percentage,Bin,percent,2.5,2.6,0.007633588
40023,Virginia,Season peak percentage,Bin,percent,2.6,2.7,0.007633588
40024,Virginia,Season peak percentage,Bin,percent,2.7,2.8,0.007633588
40025,Virginia,Season peak percentage,Bin,percent,2.8,2.9,0.007633588
40026,Virginia,Season peak percentage,Bin,percent,2.9,3.0,0.007633588
40027,Virginia,Season peak percentage,Bin,percent,3.0,3.1,0.007633588
40028,Virginia,Season peak percentage,Bin,percent,3.1,3.2,0.007633588
40029,Virginia,Season peak percentage,Bin,percent,3.2,3.3,0.007633588
40030,Virginia,Season peak percentage,Bin,percent,3.3,3.4,0.007633588
40031,Virginia,Season peak percentage,Bin,percent,3.4,3.5,0.007633588
40032,Virginia,Season peak percentage,Bin,percent,3.5,3.6,0.007633588
40033,Virginia,Season peak percentage,Bin,percent,3.6,3.7,0.007633588
40034,Virginia,Season peak percentage,Bin,percent,3.7,3.8,0.007633588
40035,Virginia,Season peak percentage,Bin,percent,3.8,3.9,0.007633588
40036,Virginia,Season peak percentage,Bin,percent,3.9,4.0,0.007633588
40037,Virginia,Season peak percentage,Bin,percent,4.0,4.1,0.007633588
40038,Virginia,Season peak percentage,Bin,percent,4.1,4.2,0.007633588
40039,Virginia,Season peak percentage,Bin,percent,4.2,4.3,0.007633588
40040,Virginia,Season peak percentage,Bin,percent,4.3,4.4,0.007633588
40041,Virginia,Season peak percentage,Bin,percent,4.4,4.5,0.007633588
40042,Virginia,Season peak percentage,Bin,percent,4.5,4.6,0.007633588
40043,Virginia,Season peak percentage,Bin,percent,4.6,4.7,0.007633588
40044,Virginia,Season peak percentage,Bin,percent,4.7,4.8,0.007633588
40045,Virginia,Season peak percentage,Bin,percent,4.8,4.9,0.007633588
40046,Virginia,Season peak percentage,Bin,percent,4.9,5.0,0.007633588
40047,Virginia,Season peak percentage,Bin,percent,5.0,5.1,0.007633588
40048,Virginia,Season peak percentage,Bin,percent,5.1,5.2,0.007633588
40049,Virginia,Season peak percentage,Bin,percent,5.2,5.3,0.007633588
40050,Virginia,Season peak percentage,Bin,percent,5.3,5.4,0.007633588
40051,Virginia,Season peak percentage,Bin,percent,5.4,5.5,0.007633588
40052,Virginia,Season peak percentage,Bin,percent,5.5,5.6,0.007633588
40053,Virginia,Season peak percentage,Bin,percent,5.6,5.7,0.007633588
40054,Virginia,Season peak percentage,Bin,percent,5.7,5.8,0.007633588
40055,Virginia,Season peak percentage,Bin,percent,5.8,5.9,0.007633588
40056,Virginia,Season peak percentage,Bin,percent,5.9,6.0,0.007633588
40057,Virginia,Season peak percentage,Bin,percent,6.0,6.1,0.007633588
40058,Virginia,Season peak percentage,Bin,percent,6.1,6.2,0.007633588
40059,Virginia,Season peak percentage,Bin,percent,6.2,6.3,0.007633588
40060,Virginia,Season peak percentage,Bin,percent,6.3,6.4,0.007633588
40061,Virginia,Season peak percentage,Bin,percent,6.4,6.5,0.007633588
40062,Virginia,Season peak percentage,Bin,percent,6.5,6.6,0.007633588
40063,Virginia,Season peak percentage,Bin,percent,6.6,6.7,0.007633588
40064,Virginia,Season peak percentage,Bin,percent,6.7,6.8,0.007633588
40065,Virginia,Season peak percentage,Bin,percent,6.8,6.9,0.007633588
40066,Virginia,Season peak percentage,Bin,percent,6.9,7.0,0.007633588
40067,Virginia,Season peak percentage,Bin,percent,7.0,7.1,0.007633588
40068,Virginia,Season peak percentage,Bin,percent,7.1,7.2,0.007633588
40069,Virginia,Season peak percentage,Bin,percent,7.2,7.3,0.007633588
40070,Virginia,Season peak percentage,Bin,percent,7.3,7.4,0.007633588
40071,Virginia,Season peak percentage,Bin,percent,7.4,7.5,0.007633588
40072,Virginia,Season peak percentage,Bin,percent,7.5,7.6,0.007633588
40073,Virginia,Season peak percentage,Bin,percent,7.6,7.7,0.007633588
40074,Virginia,Season peak percentage,Bin,percent,7.7,7.8,0.007633588
40075,Virginia,Season peak percentage,Bin,percent,7.8,7.9,0.007633588
40076,Virginia,Season peak percentage,Bin,percent,7.9,8.0,0.007633588
40077,Virginia,Season peak percentage,Bin,percent,8.0,8.1,0.007633588
40078,Virginia,Season peak percentage,Bin,percent,8.1,8.2,0.007633588
40079,Virginia,Season peak percentage,Bin,percent,8.2,8.3,0.007633588
40080,Virginia,Season peak percentage,Bin,percent,8.3,8.4,0.007633588
40081,Virginia,Season peak percentage,Bin,percent,8.4,8.5,0.007633588
40082,Virginia,Season peak percentage,Bin,percent,8.5,8.6,0.007633588
40083,Virginia,Season peak percentage,Bin,percent,8.6,8.7,0.007633588
40084,Virginia,Season peak percentage,Bin,percent,8.7,8.8,0.007633588
40085,Virginia,Season peak percentage,Bin,percent,8.8,8.9,0.007633588
40086,Virginia,Season peak percentage,Bin,percent,8.9,9.0,0.007633588
40087,Virginia,Season peak percentage,Bin,percent,9.0,9.1,0.007633588
40088,Virginia,Season peak percentage,Bin,percent,9.1,9.2,0.007633588
40089,Virginia,Season peak percentage,Bin,percent,9.2,9.3,0.007633588
40090,Virginia,Season peak percentage,Bin,percent,9.3,9.4,0.007633588
40091,Virginia,Season peak percentage,Bin,percent,9.4,9.5,0.007633588
40092,Virginia,Season peak percentage,Bin,percent,9.5,9.6,0.007633588
40093,Virginia,Season peak percentage,Bin,percent,9.6,9.7,0.007633588
40094,Virginia,Season peak percentage,Bin,percent,9.7,9.8,0.007633588
40095,Virginia,Season peak percentage,Bin,percent,9.8,9.9,0.007633588
40096,Virginia,Season peak percentage,Bin,percent,9.9,10.0,0.007633588
40097,Virginia,Season peak percentage,Bin,percent,10.0,10.1,0.007633588
40098,Virginia,Season peak percentage,Bin,percent,10.1,10.2,0.007633588
40099,Virginia,Season peak percentage,Bin,percent,10.2,10.3,0.007633588
40100,Virginia,Season peak percentage,Bin,percent,10.3,10.4,0.007633588
40101,Virginia,Season peak percentage,Bin,percent,10.4,10.5,0.007633588
40102,Virginia,Season peak percentage,Bin,percent,10.5,10.6,0.007633588
40103,Virginia,Season peak percentage,Bin,percent,10.6,10.7,0.007633588
40104,Virginia,Season peak percentage,Bin,percent,10.7,10.8,0.007633588
40105,Virginia,Season peak percentage,Bin,percent,10.8,10.9,0.007633588
